ISO 639-3	ISO 639-2	ISO 639-1	Language Name
pmt			Tuamotuan
pmu			Mirpur Panjabi
pmw			Plains Miwok
pmx			Poumei Naga
pmy			Papuan Malay
pmz			Southern Pame
pna			Punan Bah-Biau
pnb			Western Panjabi
pnc			Pannei
pne			Western Penan
png			Pongu
pnh			Penrhyn
pni			Aoheng
pnm			Punan Batu 1
pnn			Pinai-Hagahai
pno			Panobo
pnp			Pancana
pnq			Pana (Burkina Faso)
pnr			Panim
pns			Ponosakan
pnt			Pontic
pnu			Jiongnai Bunu
pnv			Pinigura
pnw			Panytyima
pnx			Phong-Kniang
pny			Pinyin
pnz			Pana (Central African Republic)
poc			Poqomam
pod			Ponares
poe			San Juan Atzingo Popoloca
pof			Poke
pog			Potiguára
poh			Poqomchi'
poi			Highland Popoluca
pok			Pokangá
pol	pol	pl	Polish
pom			Southeastern Pomo
pon	pon		Pohnpeian
poo			Central Pomo
pop			Pwapwa
poq			Texistepec Popoluca
por	por	pt	Portuguese
pos			Sayula Popoluca
pot			Potawatomi
pov			Upper Guinea Crioulo
pow			San Felipe Otlaltepec Popoloca
pox			Polabian
poy			Pogolo
ppa			Pao
ppe			Papi
ppi			Paipai
ppk			Uma
ppl			Pipil
ppm			Papuma
ppn			Papapana
ppo			Folopa
ppp			Pelende
ppq			Pei
ppr			Piru
pps			San Luís Temalacayuca Popoloca
ppt			Pare
ppu			Papora
pqa			Pa'a
pqm			Malecite-Passamaquoddy
prb			Lua'
prc			Parachi
prd			Parsi-Dari
pre			Principense
prf			Paranan
prg			Prussian
prh			Porohanon
pri			Paicî
prk			Parauk
prl			Peruvian Sign Language
prm			Kibiri
prn			Prasuni
pro	pro		Old Provençal (to 1500)
prp			Parsi
prq			Ashéninka Perené
prr			Puri
prs			Dari
prt			Phai
pru			Puragi
prw			Parawen
prx			Purik
pry			Pray 3
prz			Providencia Sign Language
psa			Asue Awyu
psc			Persian Sign Language
psd			Plains Indian Sign Language
pse			Central Malay
psg			Penang Sign Language
psh			Southwest Pashayi
psi			Southeast Pashayi
psl			Puerto Rican Sign Language
psm			Pauserna
psn			Panasuan
pso			Polish Sign Language
psp			Philippine Sign Language
psq			Pasi
psr			Portuguese Sign Language
pss			Kaulong
pst			Central Pashto
psu			Sauraseni Prākrit
psw			Port Sandwich
psy			Piscataway
pta			Pai Tavytera
pth			Pataxó Hã-Ha-Hãe
pti			Pintiini
ptn			Patani
pto			Zo'é
ptp			Patep
ptr			Piamatsina
ptt			Enrekang
ptu			Bambam
ptv			Port Vato
ptw			Pentlatch
pty			Pathiya
pua			Western Highland Purepecha
pub			Purum
puc			Punan Merap
pud			Punan Aput
pue			Puelche
puf			Punan Merah
pug			Phuie
pui			Puinave
puj			Punan Tubu
puk			Pu Ko
pum			Puma
puo			Puoc
pup			Pulabu
puq			Puquina
pur			Puruborá
pus	pus	ps	Pushto
put			Putoh
puu			Punu
puw			Puluwatese
pux			Puare
puy			Purisimeño
puz			Purum Naga
pwa			Pawaia
pwb			Panawa
pwg			Gapapaiwa
pwm			Molbog
pwn			Paiwan
pwo			Pwo Western Karen
pwr			Powari
pww			Pwo Northern Karen
pxm			Quetzaltepec Mixe
pye			Pye Krumen
pym			Fyam
pyn			Poyanáwa
pys			Paraguayan Sign Language
pyu			Puyuma
pyx			Pyu (Myanmar)
pyy			Pyen
pzn			Para Naga
qua			Quapaw
qub			Huallaga Huánuco Quechua
quc			K'iche'
qud			Calderón Highland Quichua
que	que	qu	Quechua
quf			Lambayeque Quechua
qug			Chimborazo Highland Quichua
quh			South Bolivian Quechua
qui			Quileute
quk			Chachapoyas Quechua
qul			North Bolivian Quechua
qum			Sipacapense
qun			Quinault
qup			Southern Pastaza Quechua
quq			Quinqui
qur			Yanahuanca Pasco Quechua
qus			Santiago del Estero Quichua
quv			Sacapulteco
quw			Tena Lowland Quichua
qux			Yauyos Quechua
quy			Ayacucho Quechua
quz			Cusco Quechua
qva			Ambo-Pasco Quechua
qvc			Cajamarca Quechua
qve			Eastern Apurímac Quechua
qvh			Huamalíes-Dos de Mayo Huánuco Quechua
qvi			Imbabura Highland Quichua
qvj			Loja Highland Quichua
qvl			Cajatambo North Lima Quechua
qvm			Margos-Yarowilca-Lauricocha Quechua
qvn			North Junín Quechua
qvo			Napo Lowland Quechua
qvp			Pacaraos Quechua
qvs			San Martín Quechua
qvw			Huaylla Wanca Quechua
qvy			Queyu
qvz			Northern Pastaza Quichua
qwa			Corongo Ancash Quechua
qwc			Classical Quechua
qwh			Huaylas Ancash Quechua
qwm			Kuman (Russia)
qws			Sihuas Ancash Quechua
qwt			Kwalhioqua-Tlatskanai
qxa			Chiquián Ancash Quechua
qxc			Chincha Quechua
qxh			Panao Huánuco Quechua
qxl			Salasaca Highland Quichua
qxn			Northern Conchucos Ancash Quechua
qxo			Southern Conchucos Ancash Quechua
qxp			Puno Quechua
qxq			Qashqa'i
qxr			Cañar Highland Quichua
qxs			Southern Qiang
qxt			Santa Ana de Tusi Pasco Quechua
qxu			Arequipa-La Unión Quechua
qxw			Jauja Wanca Quechua
qya			Quenya
qyp			Quiripi
raa			Dungmali
rab			Camling
rac			Rasawa
rad			Rade
raf			Western Meohang
rag			Logooli
rah			Rabha
rai			Ramoaaina
raj	raj		Rajasthani
rak			Tulu-Bohuai
ral			Ralte
ram			Canela
ran			Riantana
rao			Rao
rap	rap		Rapanui
raq			Saam
rar	rar		Rarotongan
ras			Tegali
rat			Razajerdi
rau			Raute
rav			Sampang
raw			Rawang
rax			Rang
ray			Rapa
raz			Rahambuu
rbb			Rumai Palaung
rbk			Northern Bontok
rbl			Miraya Bikol
rcf			Réunion Creole French
rdb			Rudbari
rea			Rerau
reb			Rembong
ree			Rejang Kayan
reg			Kara (Tanzania)
rei			Reli
rej			Rejang
rel			Rendille
rem			Remo
ren			Rengao
rer			Rer Bare
res			Reshe
ret			Retta
rey			Reyesano
rga			Roria
rge			Romano-Greek
rgk			Rangkas
rgn			Romagnol
rgr			Resígaro
rgs			Southern Roglai
rgu			Ringgou
rhg			Rohingya
rhp			Yahang
ria			Riang (India)
rie			Rien
rif			Tarifit
ril			Riang (Myanmar)
rim			Nyaturu
rin			Nungu
rir			Ribun
rit			Ritarungo
riu			Riung
rjg			Rajong
rji			Raji
rjs			Rajbanshi
rka			Kraol
rkb			Rikbaktsa
rkh			Rakahanga-Manihiki
rki			Rakhine
rkm			Marka
rkt			Rangpuri
rma			Rama
rmb			Rembarunga
rmc			Carpathian Romani
rmd			Traveller Danish
rme			Angloromani
rmf			Kalo Finnish Romani
rmg			Traveller Norwegian
rmh			Murkim
rmi			Lomavren
rmk			Romkun
rml			Baltic Romani
rmm			Roma
rmn			Balkan Romani
rmo			Sinte Romani
rmp			Rempi
rmq			Caló
rms			Romanian Sign Language
rmt			Domari
rmu			Tavringer Romani
rmv			Romanova
rmw			Welsh Romani
rmx			Romam
rmy			Vlax Romani
rmz			Marma
rna			Runa
rnd			Ruund
rng			Ronga
rnl			Ranglong
rnn			Roon
rnp			Rongpo
rnw			Rungwa
rob			Tae'
roc			Cacgia Roglai
rod			Rogo
roe			Ronji
rof			Rombo
rog			Northern Roglai
roh	roh	rm	Romansh
rol			Romblomanon
rom	rom		Romany
ron	ron / rum* 	ro	Romanian
roo			Rotokas
rop			Kriol
ror			Rongga
rou			Runga
row			Dela-Oenale
rpn			Repanbitip
rpt			Rapting
rri			Ririo
rro			Waima
rsb			Romano-Serbian
rsi			Rennellese Sign Language
rsl			Russian Sign Language
rth			Ratahan
rtm			Rotuman
rtw			Rathawi
rub			Gungu
ruc			Ruuli
rue			Rusyn
ruf			Luguru
rug			Roviana
ruh			Ruga
rui			Rufiji
ruk			Che
run	run	rn	Rundi
ruo			Istro Romanian
rup			Macedo-Romanian
ruq			Megleno Romanian
rus	rus	ru	Russian
rut			Rutul
ruu			Lanas Lobu
ruy			Mala (Nigeria)
ruz			Ruma
rwa			Rawo
rwk			Rwa
rwm			Amba (Uganda)
rwo			Rawa
rwr			Marwari (India)
ryn			Northern Amami-Oshima
rys			Yaeyama
ryu			Central Okinawan
saa			Saba
sab			Buglere
sac			Meskwaki
sad	sad		Sandawe
sae			Sabanê
saf			Safaliba
sag	sag	sg	Sango
sah	sah		Yakut
saj			Sahu
sak			Sake
sam	sam		Samaritan Aramaic
san	san	sa	Sanskrit
sao			Sause
sap			Sanapaná
saq			Samburu
sar			Saraveca
sas	sas		Sasak
sat	sat		Santali
sau			Saleman
sav			Saafi-Saafi
saw			Sawi
sax			Sa
say			Saya
saz			Saurashtra
sba			Ngambay
sbb			Simbo
sbc			Kele (Papua New Guinea)
sbd			Southern Samo
sbe			Saliba
sbf			Shabo
sbg			Seget
sbh			Sori-Harengan
sbi			Seti
sbj			Surbakhal
sbk			Safwa
sbl			Botolan Sambal
sbm			Sagala
sbn			Sindhi Bhil
sbo			Sabüm
sbp			Sangu (Tanzania)
sbq			Sileibi
sbr			Sembakung Murut
sbs			Subiya
sbt			Kimki
sbu			Stod Bhoti
sbv			Sabine
sbw			Simba
sbx			Seberuang
sby			Soli
sbz			Sara Kaba
sca			Sansu
scb			Chut
sce			Dongxiang
scf			San Miguel Creole French
scg			Sanggau
sch			Sakachep
sci			Sri Lankan Creole Malay
sck			Sadri
scl			Shina
scn	scn		Sicilian
sco	sco		Scots
scp			Helambu Sherpa
scq			Sa'och
scs			North Slavey
scu			Shumcho
scv			Sheni
scw			Sha
scx			Sicel
sda			Toraja-Sa'dan
sdb			Shabak
sdc			Sassarese Sardinian
sde			Surubu
sdf			Sarli
sdg			Savi
sdh			Southern Kurdish
sdj			Suundi
sdk			Sos Kundi
sdl			Saudi Arabian Sign Language
sdm			Semandang
sdn			Gallurese Sardinian
sdo			Bukar-Sadung Bidayuh
sdp			Sherdukpen
sdr			Oraon Sadri
sds			Sened
sdt			Shuadit
sdu			Sarudu
sdx			Sibu Melanau
sdz			Sallands
sea			Semai
seb			Shempire Senoufo
sec			Sechelt
sed			Sedang
see			Seneca
sef			Cebaara Senoufo
seg			Segeju
seh			Sena
sei			Seri
sej			Sene
sek			Sekani
sel	sel		Selkup
sen			Nanerigé Sénoufo
seo			Suarmin
sep			Sìcìté Sénoufo
seq			Senara Sénoufo
ser			Serrano
ses			Koyraboro Senni Songhai
set			Sentani
seu			Serui-Laut
sev			Nyarafolo Senoufo
sew			Sewa Bay
sey			Secoya
sez			Senthang Chin
sfb			Langue des signes de Belgique Francophone
sfm			Small Flowery Miao
sfs			South African Sign Language
sfw			Sehwi
sga	sga		Old Irish (to 900)
sgb			Mag-antsi Ayta
sgc			Kipsigis
sgd			Surigaonon
sge			Segai
sgg			Swiss-German Sign Language
sgh			Shughni
sgi			Suga
sgk			Sangkong
sgm			Singa
sgo			Songa
sgp			Singpho
sgr			Sangisari
sgs			Samogitian
sgt			Brokpake
sgu			Salas
sgw			Sebat Bet Gurage
sgx			Sierra Leone Sign Language
sgy			Sanglechi
sgz			Sursurunga
sha			Shall-Zwall
shb			Ninam
shc			Sonde
shd			Kundal Shahi
she			Sheko
shg			Shua
shh			Shoshoni
shi			Tachelhit
shj			Shatt
shk			Shilluk
shl			Shendu
shm			Shahrudi
shn	shn		Shan
sho			Shanga
shp			Shipibo-Conibo
shq			Sala
shr			Shi
shs			Shuswap
sht			Shasta
shu			Chadian Arabic
shv			Shehri
shw			Shwai
shx			She
shy			Tachawit
shz			Syenara Senoufo
sia			Akkala Sami
sib			Sebop
sid	sid		Sidamo
sie			Simaa
sif			Siamou
sig			Paasaal
sih			Zire
sii			Shom Peng
sij			Numbami
sik			Sikiana
sil			Tumulung Sisaala
sim			Mende (Papua New Guinea)
sin	sin	si	Sinhala
sip			Sikkimese
siq			Sonia
sir			Siri
sis			Siuslaw
siu			Sinagen
siv			Sumariup
siw			Siwai
six			Sumau
siy			Sivandi
siz			Siwi
sja			Epena
sjb			Sajau Basap
sjd			Kildin Sami
sje			Pite Sami
sjg			Assangori
sjk			Kemi Sami
sjl			Sajalong
sjm			Mapun
sjn			Sindarin
sjo			Xibe
sjp			Surjapuri
sjr			Siar-Lak
sjs			Senhaja De Srair
sjt			Ter Sami
sju			Ume Sami
sjw			Shawnee
ska			Skagit
skb			Saek
skc			Sauk
skd			Southern Sierra Miwok
ske			Seke (Vanuatu)
skf			Sakirabiá
skg			Sakalava Malagasy
skh			Sikule
ski			Sika
skj			Seke (Nepal)
skk			Sok
skm			Sakam
skn			Kolibugan Subanon
sko			Seko Tengah
skp			Sekapan
skq			Sininkere
skr			Seraiki
sks			Maia
skt			Sakata
sku			Sakao
skv			Skou
skw			Skepi Creole Dutch
skx			Seko Padang
sky			Sikaiana
skz			Sekar
slc			Sáliba
sld			Sissala
sle			Sholaga
slf			Swiss-Italian Sign Language
slg			Selungai Murut
slh			Southern Puget Sound Salish
sli			Lower Silesian
slj			Salumá
slk	slk / slo* 	sk	Slovak
sll			Salt-Yui
slm			Pangutaran Sama
sln			Salinan
slp			Lamaholot
slq			Salchuq
slr			Salar
sls			Singapore Sign Language
slt			Sila
slu			Selaru
slv	slv	sl	Slovenian
slw			Sialum
slx			Salampasu
sly			Selayar
slz			Ma'ya
sma	sma		Southern Sami
smb			Simbari
smc			Som
smd			Sama
sme	sme	se	Northern Sami
smf			Auwe
smg			Simbali
smh			Samei
smj	smj		Lule Sami
smk			Bolinao
sml			Central Sama
smm			Musasa
smn	smn		Inari Sami
smo	smo	sm	Samoan
smp			Samaritan
smq			Samo
smr			Simeulue
sms	sms		Skolt Sami
smt			Simte
smu			Somray
smv			Samvedi
smw			Sumbawa
smx			Samba
smy			Semnani
smz			Simeku
sna	sna	sn	Shona
snb			Sebuyau
snc			Sinaugoro
snd	snd	sd	Sindhi
sne			Bau Bidayuh
snf			Noon
sng			Sanga (Democratic Republic of Congo)
snh			Shinabo
sni			Sensi
snj			Riverain Sango
snk	snk		Soninke
snl			Sangil
snm			Southern Ma'di
snn			Siona
sno			Snohomish
snp			Siane
snq			Sangu (Gabon)
snr			Sihan
sns			South West Bay
snu			Senggi
snv			Sa'ban
snw			Selee
snx			Sam
sny			Saniyo-Hiyewe
snz			Sinsauru
soa			Thai Song
sob			Sobei
soc			So (Democratic Republic of Congo)
sod			Songoora
soe			Songomeno
sog	sog		Sogdian
soh			Aka
soi			Sonha
soj			Soi
sok			Sokoro
sol			Solos
som	som	so	Somali
soo			Songo
sop			Songe
soq			Kanasi
sor			Somrai
sos			Seeku
sot	sot	st	Southern Sotho
sou			Southern Thai
sov			Sonsorol
sow			Sowanda
sox			So (Cameroon)
soy			Miyobe
soz			Temi
spa	spa	es	Spanish
spb			Sepa (Indonesia)
spc			Sapé
spd			Saep
spe			Sepa (Papua New Guinea)
spg			Sian
spi			Saponi
spk			Sengo
spl			Selepet
spm			Sepen
spo			Spokane
spp			Supyire Senoufo
spq			Loreto-Ucayali Spanish
spr			Saparua
sps			Saposa
spt			Spiti Bhoti
spu			Sapuan
spx			South Picene
spy			Sabaot
sqa			Shama-Sambuga
sqh			Shau
sqi	sqi / alb* 	sq	Albanian
sqm			Suma
sqn			Susquehannock
sqo			Sorkhei
sqq			Sou
sqr			Siculo Arabic
sqs			Sri Lankan Sign Language
sqt			Soqotri
squ			Squamish
sra			Saruga
srb			Sora
src			Logudorese Sardinian
srd	srd	sc	Sardinian
sre			Sara
srf			Nafi
srg			Sulod
srh			Sarikoli
sri			Siriano
srk			Serudung Murut
srl			Isirawa
srm			Saramaccan
srn			Sranan Tongo
sro			Campidanese Sardinian
srp	srp	sr	Serbian
srq			Sirionó
srr	srr		Serer
srs			Sarsi
srt			Sauri
sru			Suruí
srv			Southern Sorsoganon
srw			Serua
srx			Sirmauri
sry			Sera
srz			Shahmirzadi
ssb			Southern Sama
ssc			Suba-Simbiti
ssd			Siroi
sse			Balangingi
ssf			Thao
ssg			Seimat
ssh			Shihhi Arabic
ssi			Sansi
ssj			Sausi
ssk			Sunam
ssl			Western Sisaala
ssm			Semnam
ssn			Waata
sso			Sissano
ssp			Spanish Sign Language
ssq			So'a
ssr			Swiss-French Sign Language
sss			Sô
sst			Sinasina
ssu			Susuami
ssv			Shark Bay
ssw	ssw	ss	Swati
ssx			Samberigi
ssy			Saho
ssz			Sengseng
sta			Settla
stb			Northern Subanen
std			Sentinel
ste			Liana-Seti
stf			Seta
stg			Trieng
sth			Shelta
sti			Bulo Stieng
stj			Matya Samo
stk			Arammba
stl			Stellingwerfs
stm			Setaman
stn			Owa
sto			Stoney
stp			Southeastern Tepehuan
stq			Saterfriesisch
str			Straits Salish
sts			Shumashti
stt			Budeh Stieng
stu			Samtao
stv			Silt'e
stw			Satawalese
sua			Sulka
sub			Suku
suc			Western Subanon
sue			Suena
sug			Suganga
sui			Suki
suj			Shubi
suk	suk		Sukuma
sun	sun	su	Sundanese
suq			Suri
sur			Mwaghavul
sus	sus		Susu
sut			Subtiaba
suv			Sulung
suw			Sumbwa
sux	sux		Sumerian
suy			Suyá
suz			Sunwar
sva			Svan
svb			Ulau-Suain
svc			Vincentian Creole English
sve			Serili
svk			Slovakian Sign Language
svr			Savara
svs			Savosavo
svx			Skalvian
swa	swa	sw	Swahili (macrolanguage)
swb			Maore Comorian
swc			Congo Swahili
swe	swe	sv	Swedish
swf			Sere
swg			Swabian
swh			Swahili (individual language)
swi			Sui
swj			Sira
swk			Malawi Sena
swl			Swedish Sign Language
swm			Samosa
swn			Sawknah
swo			Shanenawa
swp			Suau
swq			Sharwa
swr			Saweru
sws			Seluwasan
swt			Sawila
swu			Suwawa
swv			Shekhawati
sww			Sowa
swx			Suruahá
swy			Sarua
sxb			Suba
sxc			Sicanian
sxe			Sighu
sxg			Shixing
sxk			Southern Kalapuya
sxl			Selian
sxm			Samre
sxn			Sangir
sxo			Sorothaptic
sxr			Saaroa
sxs			Sasaru
sxu			Upper Saxon
sxw			Saxwe Gbe
sya			Siang
syb			Central Subanen
syc			Classical Syriac
syi			Seki
syk			Sukur
syl			Sylheti
sym			Maya Samo
syn			Senaya
syo			Suoy
syr	syr		Syriac
sys			Sinyar
syw			Kagate
syy			Al-Sayyid Bedouin Sign Language
sza			Semelai
szb			Ngalum
szc			Semaq Beri
szd			Seru
sze			Seze
szg			Sengele
szl			Silesian
szn			Sula
szp			Suabo
szv			Isu (Fako Division)
szw			Sawai
taa			Lower Tanana
tab			Tabassaran
tac			Lowland Tarahumara
tad			Tause
tae			Tariana
taf			Tapirapé
tag			Tagoi
tah	tah	ty	Tahitian
taj			Eastern Tamang
tak			Tala
tal			Tal
tam	tam	ta	Tamil
tan			Tangale
tao			Yami
tap			Taabwa
taq			Tamasheq
tar			Central Tarahumara
tas			Tay Boi
tat	tat	tt	Tatar
tau			Upper Tanana
tav			Tatuyo
taw			Tai
tax			Tamki
tay			Atayal
taz			Tocho
tba			Aikanã
tbb			Tapeba
tbc			Takia
tbd			Kaki Ae
tbe			Tanimbili
tbf			Mandara
tbg			North Tairora
tbh			Thurawal
tbi			Gaam
tbj			Tiang
tbk			Calamian Tagbanwa
tbl			Tboli
tbm			Tagbu
tbn			Barro Negro Tunebo
tbo			Tawala
tbp			Taworta
tbr			Tumtum
tbs			Tanguat
tbt			Tembo (Kitembo)
tbu			Tubar
tbv			Tobo
tbw			Tagbanwa
tbx			Kapin
tby			Tabaru
tbz			Ditammari
tca			Ticuna
tcb			Tanacross
tcc			Datooga
tcd			Tafi
tce			Southern Tutchone
tcf			Malinaltepec Me'phaa
tcg			Tamagario
tch			Turks And Caicos Creole English
tci			Wára
tck			Tchitchege
tcl			Taman (Myanmar)
tcm			Tanahmerah
tcn			Tichurong
tco			Taungyo
tcp			Tawr Chin
tcq			Kaiy
tcs			Torres Strait Creole
tct			T'en
tcu			Southeastern Tarahumara
tcw			Tecpatlán Totonac
tcx			Toda
tcy			Tulu
tcz			Thado Chin
tda			Tagdal
tdb			Panchpargania
tdc			Emberá-Tadó
tdd			Tai Nüa
tde			Tiranige Diga Dogon
tdf			Talieng
tdg			Western Tamang
tdh			Thulung
tdi			Tomadino
tdj			Tajio
tdk			Tambas
tdl			Sur
tdn			Tondano
tdo			Teme
tdq			Tita
tdr			Todrah
tds			Doutai
tdt			Tetun Dili
tdu			Tempasuk Dusun
tdv			Toro
tdx			Tandroy-Mahafaly Malagasy
tdy			Tadyawan
tea			Temiar
teb			Tetete
tec			Terik
ted			Tepo Krumen
tee			Huehuetla Tepehua
tef			Teressa
teg			Teke-Tege
teh			Tehuelche
tei			Torricelli
tek			Ibali Teke
tel	tel	te	Telugu
tem	tem		Timne
ten			Tama (Colombia)
teo			Teso
tep			Tepecano
teq			Temein
ter	ter		Tereno
tes			Tengger
tet	tet		Tetum
teu			Soo
tev			Teor
tew			Tewa (USA)
tex			Tennet
tey			Tulishi
tfi			Tofin Gbe
tfn			Tanaina
tfo			Tefaro
tfr			Teribe
tft			Ternate
tga			Sagalla
tgb			Tobilung
tgc			Tigak
tgd			Ciwogai
tge			Eastern Gorkha Tamang
tgf			Chalikha
tgg			Tangga
tgh			Tobagonian Creole English
tgi			Lawunuia
tgk	tgk	tg	Tajik
tgl	tgl	tl	Tagalog
tgn			Tandaganon
tgo			Sudest
tgp			Tangoa
tgq			Tring
tgr			Tareng
tgs			Nume
tgt			Central Tagbanwa
tgu			Tanggu
tgv			Tingui-Boto
tgw			Tagwana Senoufo
tgx			Tagish
tgy			Togoyo
tha	tha	th	Thai
thc			Tai Hang Tong
thd			Thayore
the			Chitwania Tharu
thf			Thangmi
thh			Northern Tarahumara
thi			Tai Long
thk			Tharaka
thl			Dangaura Tharu
thm			Aheu
thn			Thachanadan
thp			Thompson
thq			Kochila Tharu
thr			Rana Tharu
ths			Thakali
tht			Tahltan
thu			Thuri
thv			Tahaggart Tamahaq
thw			Thudam
thx			The
thy			Tha
thz			Tayart Tamajeq
tia			Tidikelt Tamazight
tic			Tira
tid			Tidong
tie			Tingal
tif			Tifal
tig	tig		Tigre
tih			Timugon Murut
tii			Tiene
tij			Tilung
tik			Tikar
til			Tillamook
tim			Timbe
tin			Tindi
tio			Teop
tip			Trimuris
tiq			Tiéfo
tir	tir	ti	Tigrinya
tis			Masadiit Itneg
tit			Tinigua
tiu			Adasen
tiv	tiv		Tiv
tiw			Tiwi
tix			Southern Tiwa
tiy			Tiruray
tiz			Tai Hongjin
tja			Tajuasohn
tjg			Tunjung
tji			Northern Tujia
tjm			Timucua
tjn			Tonjon
tjo			Temacine Tamazight
tjs			Southern Tujia
tju			Tjurruru
tka			Truká
tkb			Buksa
tkd			Tukudede
tke			Takwane
tkf			Tukumanféd
tkk			Takpa
tkl	tkl		Tokelau
tkm			Takelma
tkn			Toku-No-Shima
tkp			Tikopia
tkq			Tee
tkr			Tsakhur
tks			Takestani
tkt			Kathoriya Tharu
tku			Upper Necaxa Totonac
tkw			Teanu
tkx			Tangko
tkz			Takua
tla			Southwestern Tepehuan
tlb			Tobelo
tlc			Yecuatla Totonac
tld			Talaud
tlf			Telefol
tlg			Tofanma
tlh	tlh		Klingon
tli	tli		Tlingit
tlj			Talinga-Bwisi
tlk			Taloki
tll			Tetela
tlm			Tolomako
tln			Talondo'
tlo			Talodi
tlp			Filomena Mata-Coahuitlán Totonac
tlq			Tai Loi
tlr			Talise
tls			Tambotalo
tlt			Teluti
tlu			Tulehu
tlv			Taliabu
tlw			South Wemale
tlx			Khehek
tly			Talysh
tma			Tama (Chad)
tmb			Katbol
tmc			Tumak
tmd			Haruai
tme			Tremembé
tmf			Toba-Maskoy
tmg			Ternateño
tmh	tmh		Tamashek
tmi			Tutuba
tmj			Samarokena
tmk			Northwestern Tamang
tml			Tamnim Citak
tmm			Tai Thanh
tmn			Taman (Indonesia)
tmo			Temoq
tmp			Tai Mène
tmq			Tumleo
tmr			Jewish Babylonian Aramaic (ca. 200-1200 CE)
tms			Tima
tmt			Tasmate
tmu			Iau
tmv			Tembo (Motembo)
tmw			Temuan
tmy			Tami
tmz			Tamanaku
tna			Tacana
tnb			Western Tunebo
tnc			Tanimuca-Retuarã
tnd			Angosturas Tunebo
tne			Tinoc Kallahan
tng			Tobanga
tnh			Maiani
tni			Tandia
tnk			Kwamera
tnl			Lenakel
tnm			Tabla
tnn			North Tanna
tno			Toromono
tnp			Whitesands
tnq			Taino
tnr			Bedik
tns			Tenis
tnt			Tontemboan
tnu			Tay Khang
tnv			Tangchangya
tnw			Tonsawang
tnx			Tanema
tny			Tongwe
tnz			Tonga (Thailand)
tob			Toba
toc			Coyutla Totonac
tod			Toma
toe			Tomedes
tof			Gizrra
tog	tog		Tonga (Nyasa)
toh			Gitonga
toi			Tonga (Zambia)
toj			Tojolabal
tol			Tolowa
tom			Tombulu
ton	ton	to	Tonga (Tonga Islands)
too			Xicotepec De Juárez Totonac
top			Papantla Totonac
toq			Toposa
tor			Togbo-Vara Banda
tos			Highland Totonac
tou			Tho
tov			Upper Taromi
tow			Jemez
tox			Tobian
toy			Topoiyo
toz			To
tpa			Taupota
tpc			Azoyú Me'phaa
tpe			Tippera
tpf			Tarpia
tpg			Kula
tpi	tpi		Tok Pisin
tpj			Tapieté
tpk			Tupinikin
tpl			Tlacoapa Me'phaa
tpm			Tampulma
tpn			Tupinambá
tpo			Tai Pao
tpp			Pisaflores Tepehua
tpq			Tukpa
tpr			Tuparí
tpt			Tlachichilco Tepehua
tpu			Tampuan
tpv			Tanapag
tpw			Tupí
tpx			Acatepec Me'phaa
tpy			Trumai
tpz			Tinputz
tqb			Tembé
tql			Lehali
tqm			Turumsa
tqn			Tenino
tqo			Toaripi
tqp			Tomoip
tqq			Tunni
tqr			Torona
tqt			Western Totonac
tqu			Touo
tqw			Tonkawa
tra			Tirahi
trb			Terebu
trc			Copala Triqui
trd			Turi
tre			East Tarangan
trf			Trinidadian Creole English
trg			Lishán Didán
trh			Turaka
tri			Trió
trj			Toram
trl			Traveller Scottish
trm			Tregami
trn			Trinitario
tro			Tarao Naga
trp			Kok Borok
trq			San Martín Itunyoso Triqui
trr			Taushiro
trs			Chicahuaxtla Triqui
trt			Tunggare
tru			Turoyo
trv			Taroko
trw			Torwali
trx			Tringgus-Sembaan Bidayuh
try			Turung
trz			Torá
tsa			Tsaangi
tsb			Tsamai
tsc			Tswa
tsd			Tsakonian
tse			Tunisian Sign Language
tsf			Southwestern Tamang
tsg			Tausug
tsh			Tsuvan
tsi	tsi		Tsimshian
tsj			Tshangla
tsk			Tseku
tsl			Ts'ün-Lao
tsm			Turkish Sign Language
tsn	tsn	tn	Tswana
tso	tso	ts	Tsonga
tsp			Northern Toussian
tsq			Thai Sign Language
tsr			Akei
tss			Taiwan Sign Language
tsu			Tsou
tsv			Tsogo
tsw			Tsishingini
tsx			Mubami
tsy			Tebul Sign Language
tsz			Purepecha
tta			Tutelo
ttb			Gaa
ttc			Tektiteko
ttd			Tauade
tte			Bwanabwana
ttf			Tuotomb
ttg			Tutong
tth			Upper Ta'oih
tti			Tobati
ttj			Tooro
ttk			Totoro
ttl			Totela
ttm			Northern Tutchone
ttn			Towei
tto			Lower Ta'oih
ttp			Tombelala
ttq			Tawallammat Tamajaq
ttr			Tera
tts			Northeastern Thai
ttt			Muslim Tat
ttu			Torau
ttv			Titan
ttw			Long Wat
tty			Sikaritai
ttz			Tsum
tua			Wiarumus
tub			Tübatulabal
tuc			Mutu
tud			Tuxá
tue			Tuyuca
tuf			Central Tunebo
tug			Tunia
tuh			Taulil
tui			Tupuri
tuj			Tugutil
tuk	tuk	tk	Turkmen
tul			Tula
tum	tum		Tumbuka
tun			Tunica
tuo			Tucano
tuq			Tedaga
tur	tur	tr	Turkish
tus			Tuscarora
tuu			Tututni
tuv			Turkana
tux			Tuxináwa
tuy			Tugen
tuz			Turka
tva			Vaghua
tvd			Tsuvadi
tve			Te'un
tvk			Southeast Ambrym
